Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:SMN,"Structural Monitoring Systems Plc (ASX:SMN)",https://www.listcorp.com/asx/smn/structural-monitoring-systems,"	54722100",0.4,0.00,0,"Information Technology"
ASX:SOM,"SomnoMed Limited (ASX:SOM)",https://www.listcorp.com/asx/som/somnomed,"	54567300",0.27,0.02,6.93,"Health Care"
ASX:MKT,"The Market Limited (ASX:MKT)",https://www.listcorp.com/asx/mkt/the-market-limited,"	54565300",0.17,0.00,0,"Communication Services"
ASX:EGR,"EcoGraf Limited (ASX:EGR)",https://www.listcorp.com/asx/egr/ecograf-limited,"	54483800",0.11,-0.01,-8.33,Materials
ASX:GROW,"Schroder Real Return (Managed Fund) (ASX:GROW)",https://www.listcorp.com/asx/grow/schroder-real-return-managed-fund,"	53651800",3.62,-0.07,-1.9,Unclassified
ASX:NMT,"Neometals Limited (ASX:NMT)",https://www.listcorp.com/asx/nmt/neometals-limited,"	53561700",0.088,0.00,2.33,Materials
ASX:CD2,"Cordish Dixon Private Equity Fund II (ASX:CD2)",https://www.listcorp.com/asx/cd2/cordish-dixon-private-equity-fund-ii,"	53528700",1.02,0.00,0,Financials
ASX:RINC,"BetaShares Martin Currie Real Income Fund (managed fund) (ASX:RINC)",https://www.listcorp.com/asx/rinc/betashares-martin-currie-real-income-fund-managed-fund,"	53515800",8.27,-0.05,-0.6,Unclassified
ASX:OMA,"Omega Oil and Gas Limited (ASX:OMA)",https://www.listcorp.com/asx/oma/omega-oil-and-gas-limited,"	53292800",0.195,0.00,0,Energy
ASX:MCCL,"Munro Climate Change Leaders Fund (Managed Fund) (ASX:MCCL)",https://www.listcorp.com/asx/mccl/munro-climate-change-leaders-fund-managed-fund,"	53139200",14.6,-0.28,-1.88,Unclassified
ASX:BSA,"BSA Limited (ASX:BSA)",https://www.listcorp.com/asx/bsa/bsa-limited,"	53037700",0.72,-0.01,-2.04,Industrials
ASX:CYP,"Cynata Therapeutics Limited (ASX:CYP)",https://www.listcorp.com/asx/cyp/cynata-therapeutics,"	52991400",0.295,0.00,0,"Health Care"
ASX:RXL,"Rox Resources Limited (ASX:RXL)",https://www.listcorp.com/asx/rxl/rox-resources,"	52918700",0.135,0.01,3.85,Materials
ASX:TVL,"Touch Ventures Limited (ASX:TVL)",https://www.listcorp.com/asx/tvl/touch-ventures-limited,"	52914300",0.075,0.00,0,Financials
ASX:HLTH,"VanEck Global Healthcare Leaders ETF (ASX:HLTH)",https://www.listcorp.com/asx/hlth/vaneck-global-healthcare-leaders-etf,"	52723300",10.63,-0.12,-1.12,Unclassified
ASX:HEUR,"BetaShares Europe ETF - Currency Hedged (ASX:HEUR)",https://www.listcorp.com/asx/heur/betashares-europe-etf-currency-hedged,"	52074100",14.45,-0.27,-1.83,Unclassified
ASX:IDA,"Indiana Resources Limited (ASX:IDA)",https://www.listcorp.com/asx/ida/indiana-resources-limited,"	52018400",0.082,0.00,0,Materials
ASX:EPY,"Earlypay Ltd (ASX:EPY)",https://www.listcorp.com/asx/epy/earlypay-ltd,"	52014300",0.165,-0.01,-5.71,Financials
ASX:DAOR,"Aoris International Fund (Managed Fund) Class D (ASX:DAOR)",https://www.listcorp.com/asx/daor/aoris-international-fund-managed-fund-class-d,"	51895900",1.765,-0.01,-0.84,Unclassified
ASX:OJC,"The Original Juice Co. Limited (ASX:OJC)",https://www.listcorp.com/asx/ojc/the-original-juice-co-limited,"	51845100",0.17,-0.01,-2.86,"Consumer Staples"
ASX:SM1,"Synlait Milk Limited (ASX:SM1)",https://www.listcorp.com/asx/sm1/synlait-milk,"	51366700",0.22,-0.01,-6.38,"Consumer Staples"
ASX:AV1,"Adveritas Limited (ASX:AV1)",https://www.listcorp.com/asx/av1/adveritas-limited,"	51266400",0.067,0.00,3.08,"Information Technology"
ASX:MME,"MoneyMe Limited (ASX:MME)",https://www.listcorp.com/asx/mme/moneyme-limited,"	51205000",0.062,-0.00,-3.13,Financials
ASX:AVG,"Australian Vintage Limited (ASX:AVG)",https://www.listcorp.com/asx/avg/australian-vintage-limited,"	50779600",0.165,0.01,6.45,"Consumer Staples"
ASX:KLL,"Kalium Lakes Limited (ASX:KLL)",https://www.listcorp.com/asx/kll/kalium-lakes-limited,"	50761600",7.275,0.00,0,Materials
ASX:SNAS,"Global X Ultra Short Nasdaq 100 Hedge Fund (ASX:SNAS)",https://www.listcorp.com/asx/snas/global-x-ultra-short-nasdaq-100-hedge-fund,"	50542500",1.4,0.02,1.45,Unclassified
ASX:5GN,"5G Networks Limited (ASX:5GN)",https://www.listcorp.com/asx/5gn/5g-networks-limited,"	50499600",0.1525,0.00,1.67,"Information Technology"
ASX:MNS,"Magnis Energy Technologies Limited (ASX:MNS)",https://www.listcorp.com/asx/mns/magnis-energy-technologies-limited,"	50378900",0.042,0.00,0,Materials
ASX:EYE,"Nova Eye Medical Limited (ASX:EYE)",https://www.listcorp.com/asx/eye/nova-eye-medical-limited,"	50341100",0.215,-0.00,-2.27,"Health Care"
ASX:TEK,"Thorney Technologies Limited (ASX:TEK)",https://www.listcorp.com/asx/tek/thorney-technologies-limited,"	50229100",0.13,0.01,4,Energy
ASX:LM8,"Lunnon Metals Limited (ASX:LM8)",https://www.listcorp.com/asx/lm8/lunnon-metals-limited,"	50104000",0.23,0.00,0,Materials
ASX:FSI,"Flagship Investments Limited (ASX:FSI)",https://www.listcorp.com/asx/fsi/flagship-investments-limited,"	50033800",1.9,-0.04,-1.81,Financials
ASX:VMS,"Venture Minerals Limited (ASX:VMS)",https://www.listcorp.com/asx/vms/venture-minerals,"	49867000",0.0205,-0.00,-6.82,Materials
ASX:ADN,"Andromeda Metals Limited (ASX:ADN)",https://www.listcorp.com/asx/adn/andromeda-metals-limited,"	49764300",0.0155,-0.00,-3.13,Materials
ASX:VIT,"Vitura Health Limited (ASX:VIT)",https://www.listcorp.com/asx/vit/vitura-health-limited,"	49525100",0.093,0.01,8.14,"Health Care"
ASX:HAS,"Hastings Technology Metals Limited (ASX:HAS)",https://www.listcorp.com/asx/has/hastings-technology-metals,"	49385300",0.295,0.02,5.36,Materials
ASX:ADO,"AnteoTech Ltd (ASX:ADO)",https://www.listcorp.com/asx/ado/anteotech,"	49365700",0.02,0.00,0,Materials
ASX:MMA,"Maronan Metals Limited (ASX:MMA)",https://www.listcorp.com/asx/mma/maronan-metals-limited,"	49305500",0.24,-0.00,-2.04,Materials
ASX:PEK,"Peak Rare Earths Limited (ASX:PEK)",https://www.listcorp.com/asx/pek/peak-rare-earths-limited,"	49199200",0.19,0.00,2.7,Materials
ASX:MEU,"Marmota Limited (ASX:MEU)",https://www.listcorp.com/asx/meu/marmota-limited,"	48704800",0.046,0.00,0,Energy
ASX:IISV,"Intelligent Investor Select Value Share Fund (Managed Fund) (ASX:IISV)",https://www.listcorp.com/asx/iisv/intelligent-investor-select-value-share-fund-managed-fund,"	48517900",3.1,-0.02,-0.64,Unclassified
ASX:PRL,"Province Resources Limited (ASX:PRL)",https://www.listcorp.com/asx/prl/province-resources-limited,"	48441200",0.041,0.00,0,Materials
ASX:IXR,"Ionic Rare Earths Limited (ASX:IXR)",https://www.listcorp.com/asx/ixr/ionic-rare-earths-limited,"	48313000",0.011,0.00,10,Materials
ASX:MX1,"Micro-X Limited (ASX:MX1)",https://www.listcorp.com/asx/mx1/micro-x-limited,"	48273100",0.083,0.00,0,"Health Care"
ASX:SOV,"Sovereign Cloud Holdings Limited (ASX:SOV)",https://www.listcorp.com/asx/sov/sovereign-cloud-holdings,"	48251200",0.29,-0.00,-1.69,"Information Technology"
ASX:LSGE,"Loomis Sayles Global Equity Fund (ASX:LSGE)",https://www.listcorp.com/asx/lsge/loomis-sayles-global-equity-fund,"	48120900",3.06,-0.13,-4.08,Unclassified
ASX:E25,"Element 25 Limited (ASX:E25)",https://www.listcorp.com/asx/e25/element-25-limited,"	47856700",0.22,0.00,0,Materials
ASX:AVC,"Auctus Investment Group Limited (ASX:AVC)",https://www.listcorp.com/asx/avc/auctus-investment-group-limited,"	47380000",0.59,0.00,0,Financials
ASX:TGN,"Tungsten Mining NL (ASX:TGN)",https://www.listcorp.com/asx/tgn/tungsten-mining,"	47184900",0.06,0.00,0,Materials
ASX:TLM,"Talisman Mining Limited (ASX:TLM)",https://www.listcorp.com/asx/tlm/talisman-mining-limited,"	47080100",0.265,0.02,6,Materials
ASX:AZY,"Antipa Minerals Limited (ASX:AZY)",https://www.listcorp.com/asx/azy/antipa-minerals,"	47062500",0.0105,0.00,5,Materials
ASX:MNB,"Minbos Resources Limited (ASX:MNB)",https://www.listcorp.com/asx/mnb/minbos-resources,"	46716600",0.056,0.00,3.7,Materials
ASX:AVD,"AVADA Group Limited (ASX:AVD)",https://www.listcorp.com/asx/avd/avada-group-limited,"	46714300",0.5,-0.05,-9.09,Industrials
ASX:POL,"Polymetals Resources Ltd (ASX:POL)",https://www.listcorp.com/asx/pol/polymetals-resources,"	46690200",0.245,-0.01,-2,Materials
ASX:RDM,"Red Metal Limited (ASX:RDM)",https://www.listcorp.com/asx/rdm/red-metal-limited,"	46423800",0.155,0.00,0,Materials
ASX:FAR,"FAR Limited (ASX:FAR)",https://www.listcorp.com/asx/far/far,"	46204800",0.51,0.01,2,Energy
ASX:IR1,"Iris Metals Limited (ASX:IR1)",https://www.listcorp.com/asx/ir1/iris-metals-limited,"	46069600",0.36,0.02,4.35,Materials
ASX:IPT,"Impact Minerals Limited (ASX:IPT)",https://www.listcorp.com/asx/ipt/impact-minerals-limited,"	45891500",0.015,0.00,0,Materials
ASX:IBC,"Ironbark Capital Limited (ASX:IBC)",https://www.listcorp.com/asx/ibc/ironbark-capital-limited,"	45812800",0.43,0.00,0,Financials
ASX:IMPQ,"eInvest Future Impact Small Caps Fund (ASX:IMPQ)",https://www.listcorp.com/asx/impq/einvest-future-impact-small-caps-fund,"	45623700",4.79,-0.07,-1.44,Unclassified
ASX:E200,"SPDR S&P/ASX ESG 200 FUND (ASX:E200)",https://www.listcorp.com/asx/e200/spdr-s-and-p-asx-esg-200-fund,"	45593300",24.48,-0.27,-1.09,Unclassified
ASX:DCG,"Decmil Group Limited (ASX:DCG)",https://www.listcorp.com/asx/dcg/decmil-group-limited,"	45509000",0.2925,0.00,0,Industrials
ASX:WZR,"Wisr Limited (ASX:WZR)",https://www.listcorp.com/asx/wzr/wisr-limited,"	45308200",0.033,0.00,0,Financials
ASX:PVE,"Po Valley Energy Limited (ASX:PVE)",https://www.listcorp.com/asx/pve/po-valley-energy,"	45199500",0.039,0.00,0,Energy
ASX:MTC,"MetalsTech Limited (ASX:MTC)",https://www.listcorp.com/asx/mtc/metalstech-limited,"	45061700",0.235,0.00,2.17,Materials
ASX:ANO,"Advance Zinctek Limited (ASX:ANO)",https://www.listcorp.com/asx/ano/advance-zinctek-limited,"	44963800",0.72,0.00,0,Materials
ASX:FFI,"FFI Holdings Limited (ASX:FFI)",https://www.listcorp.com/asx/ffi/ffi-holdings-limited,"	44870700",4.17,0.00,0,"Consumer Staples"
ASX:USL,"Unico Silver Limited (ASX:USL)",https://www.listcorp.com/asx/usl/unico-silver-limited,"	44857700",0.15,0.00,0,Materials
ASX:DGGF,"BetaShares Ethical Diversified Growth ETF (ASX:DGGF)",https://www.listcorp.com/asx/dggf/betashares-ethical-diversified-growth-etf,"	44819800",26.65,-0.76,-2.77,Unclassified
ASX:UBI,"Universal Biosensors Inc (ASX:UBI)",https://www.listcorp.com/asx/ubi/universal-biosensors,"	44710100",0.15,0.00,0,"Health Care"
ASX:TOU,"Tlou Energy Limited (ASX:TOU)",https://www.listcorp.com/asx/tou/tlou-energy,"	44454700",0.035,0.00,0,Energy
ASX:SUV,"Suvo Strategic Minerals Limited (ASX:SUV)",https://www.listcorp.com/asx/suv/suvo-strategic-minerals-limited,"	44448200",0.047,0.00,2.17,Materials
ASX:G1A,"Galena Mining Limited (ASX:G1A)",https://www.listcorp.com/asx/g1a/galena-mining-limited,"	44401600",0.059,0.00,0,Materials
ASX:FAL,"Falcon Metals Limited (ASX:FAL)",https://www.listcorp.com/asx/fal/falcon-metals-limited,"	44250000",0.235,-0.02,-6,Materials
ASX:DHOF,"Daintree Hybrid Opportunities Fund (Managed Fund) (ASX:DHOF)",https://www.listcorp.com/asx/dhof/daintree-hybrid-opportunities-fund-managed-fund,"	44229800",9.64,0.00,0,Unclassified
ASX:PCK,"PainChek Ltd (ASX:PCK)",https://www.listcorp.com/asx/pck/painchek-ltd,"	44167400",0.028,0.00,3.7,"Health Care"
ASX:CLDD,"BetaShares Cloud Computing ETF (ASX:CLDD)",https://www.listcorp.com/asx/cldd/betashares-cloud-computing-etf,"	44163000",11.54,0.00,0,Unclassified
ASX:CCA,"Change Financial Limited (ASX:CCA)",https://www.listcorp.com/asx/cca/change-financial-limited,"	43936300",0.071,0.00,1.43,Financials
ASX:ADA,"Adacel Technologies Limited (ASX:ADA)",https://www.listcorp.com/asx/ada/adacel-technologies-limited,"	43829400",0.52,-0.06,-9.57,"Information Technology"
ASX:TNC,"True North Copper Limited (ASX:TNC)",https://www.listcorp.com/asx/tnc/true-north-copper-limited,"	43774500",0.053,0.00,6,Materials
ASX:STN,"Saturn Metals Limited (ASX:STN)",https://www.listcorp.com/asx/stn/saturn-metals-limited,"	43680500",0.17,-0.02,-12.82,Materials
ASX:PFG,"Prime Financial Group Limited (ASX:PFG)",https://www.listcorp.com/asx/pfg/prime-financial-group-limited,"	43624000",0.19,0.00,0,Financials
ASX:HRN,"Horizon Gold Limited (ASX:HRN)",https://www.listcorp.com/asx/hrn/horizon-gold-limited,"	43452000",0.3,0.00,0,Materials
ASX:JRV,"Jervois Global Limited (ASX:JRV)",https://www.listcorp.com/asx/jrv/jervois-global-limited,"	43244200",0.019,0.00,18.75,Materials
ASX:AMX,"Aerometrex Limited (ASX:AMX)",https://www.listcorp.com/asx/amx/aerometrex-limited,"	43220700",0.435,-0.02,-4.4,Industrials
ASX:AIQ,"Alternative Investment Trust (ASX:AIQ)",https://www.listcorp.com/asx/aiq/alternative-investment-trust,"	43218500",1.365,0.00,0,Financials
ASX:BEAR,"BetaShares Australian Equities Bear Hedge Fund (ASX:BEAR)",https://www.listcorp.com/asx/bear/betashares-australian-equities-bear-hedge-fund,"	42980500",8.08,0.04,0.5,Unclassified
ASX:OAU,"Ora Gold Limited (ASX:OAU)",https://www.listcorp.com/asx/oau/ora-gold-limited,"	42847000",0.006,0.00,0,Materials
ASX:EDC,"Eildon Capital Limited (ASX:EDC)",https://www.listcorp.com/asx/edc/eildon-capital-limited,"	42802500",0.875,0.00,0,Financials
ASX:EAFZ,"Ellerston Asia Growth Fund (Hedge Fund) (ASX:EAFZ)",https://www.listcorp.com/asx/eafz/ellerston-asia-growth-fund-hedge-fund,"	42376000",6.91,-0.09,-1.29,Unclassified
ASX:TOK,"Tolu Minerals Limited (ASX:TOK)",https://www.listcorp.com/asx/tok/tolu-minerals-limited,"	42313900",0.55,0.00,0,Materials
ASX:LRT,"Lowell Resources Fund (ASX:LRT)",https://www.listcorp.com/asx/lrt/lowell-resources-fund,"	42186800",1.3,0.00,0,Financials
ASX:MFD,"Mayfield Childcare Limited (ASX:MFD)",https://www.listcorp.com/asx/mfd/mayfield-childcare-limited,"	42126700",0.68,0.04,5.43,"Consumer Discretionary"
ASX:TOE,"Toro Energy Limited (ASX:TOE)",https://www.listcorp.com/asx/toe/toro-energy-limited,"	42098600",0.335,-0.02,-4.29,Energy
ASX:NXD,"NextEd Group Limited (ASX:NXD)",https://www.listcorp.com/asx/nxd/nexted-group-limited,"	42088200",0.185,-0.00,-2.63,"Consumer Discretionary"
ASX:VBC,"Verbrec Limited (ASX:VBC)",https://www.listcorp.com/asx/vbc/verbrec-limited,"	41858300",0.14,-0.01,-3.45,Industrials
ASX:IYLD,"iShares Yield Plus ETF (ASX:IYLD)",https://www.listcorp.com/asx/iyld/ishares-yield-plus-etf,"	41693900",98.66,-0.33,-0.33,Unclassified
ASX:AQC,"Australian Pacific Coal Limited (ASX:AQC)",https://www.listcorp.com/asx/aqc/australian-pacific-coal-limited,"	41636500",0.08,0.00,2.56,Materials
ASX:LEL,"Lithium Energy Limited (ASX:LEL)",https://www.listcorp.com/asx/lel/lithium-energy-limited,"	41440600",0.38,0.01,2.7,Materials
ASX:BEZ,"Besra Gold Inc (ASX:BEZ)",https://www.listcorp.com/asx/bez/besra-gold,"	41392000",0.099,0.00,0,Materials
ASX:MEK,"Meeka Metals Limited (ASX:MEK)",https://www.listcorp.com/asx/mek/meeka-metals-limited,"	41362700",0.0335,0.00,0,Materials
ASX:S2R,"S2 Resources Ltd (ASX:S2R)",https://www.listcorp.com/asx/s2r/s2-resources-ltd,"	41210100",0.092,0.00,1.1,Materials
ASX:KYP,"Kinatico Limited (ASX:KYP)",https://www.listcorp.com/asx/kyp/kinatico-limited,"	41191200",0.095,0.00,0,"Information Technology"
ASX:CCX,"City Chic Collective Limited (ASX:CCX)",https://www.listcorp.com/asx/ccx/city-chic-collective-limited,"	41113900",0.1275,0.00,2,"Consumer Discretionary"
ASX:BBC,"BNK Banking Corporation Limited (ASX:BBC)",https://www.listcorp.com/asx/bbc/bnk-banking-corporation,"	40958200",0.345,0.00,0,Financials
ASX:NVA,"Nova Minerals Limited (ASX:NVA)",https://www.listcorp.com/asx/nva/nova-minerals-limited,"	40860800",0.18,-0.01,-5.26,Materials
ASX:GAL,"Galileo Mining Limited (ASX:GAL)",https://www.listcorp.com/asx/gal/galileo-mining-limited,"	40513100",0.205,0.00,0,Materials
ASX:CXM,"Centrex Limited (ASX:CXM)",https://www.listcorp.com/asx/cxm/centrex-limited,"	40286200",0.045,-0.00,-4.26,Materials
ASX:CSS,"Clean Seas Seafood Limited (ASX:CSS)",https://www.listcorp.com/asx/css/clean-seas-seafood-limited,"	40262700",0.2,0.00,0,"Consumer Staples"
ASX:RTG,"RTG Mining (ASX:RTG)",https://www.listcorp.com/asx/rtg/rtg-mining,"	40142600",0.037,0.00,0,Materials
ASX:EQN,"Equinox Resources Limited (ASX:EQN)",https://www.listcorp.com/asx/eqn/equinox-resources-limited,"	40137500",0.325,0.00,0,Materials
ASX:FML,"Focus Minerals Limited (ASX:FML)",https://www.listcorp.com/asx/fml/focus-minerals-limited,"	40118200",0.145,0.00,3.57,Materials
ASX:NGE,"NGE Capital Limited (ASX:NGE)",https://www.listcorp.com/asx/nge/nge-capital-limited,"	39997400",1.125,0.00,0,Financials
ASX:GOAT,"VanEck Morningstar International Wide Moat ETF (ASX:GOAT)",https://www.listcorp.com/asx/goat/vaneck-morningstar-international-wide-moat-etf,"	39742200",25.06,-2.26,-8.27,Unclassified
ASX:DNA,"Donaco International Limited (ASX:DNA)",https://www.listcorp.com/asx/dna/donaco-international-limited,"	39532500",0.033,0.00,3.12,"Consumer Discretionary"
ASX:CURE,"Global X S&P Biotech ETF (ASX:CURE)",https://www.listcorp.com/asx/cure/global-x-s-and-p-biotech-etf,"	39486700",47.47,-0.45,-0.94,Unclassified
ASX:SOP,"Synertec Corporation Limited (ASX:SOP)",https://www.listcorp.com/asx/sop/synertec-corporation-limited,"	39468800",0.074,-0.00,-2.63,Industrials
ASX:ATP,"Atlas Pearls Ltd (ASX:ATP)",https://www.listcorp.com/asx/atp/atlas-pearls-ltd,"	39459600",0.094,0.00,3.3,"Consumer Discretionary"
ASX:BDX,"BCAL Diagnostics Limited (ASX:BDX)",https://www.listcorp.com/asx/bdx/bcal-diagnostics-limited,"	39286800",0.14,0.02,12,"Health Care"
ASX:CTP,"Central Petroleum Limited (ASX:CTP)",https://www.listcorp.com/asx/ctp/central-petroleum-limited,"	39227800",0.053,0.00,0,Energy
ASX:TIG,"Tigers Realm Coal Limited (ASX:TIG)",https://www.listcorp.com/asx/tig/tigers-realm-coal-limited,"	39200100",0.003,0.00,0,Materials
ASX:HRZ,"Horizon Minerals Limited (ASX:HRZ)",https://www.listcorp.com/asx/hrz/horizon-minerals-limited,"	39149600",0.036,0.00,2.86,Materials
ASX:SPL,"Starpharma Holdings Limited (ASX:SPL)",https://www.listcorp.com/asx/spl/starpharma-holdings,"	39143900",0.091,-0.00,-4.21,"Health Care"
ASX:KAT,"Katana Capital Limited (ASX:KAT)",https://www.listcorp.com/asx/kat/katana-capital-limited,"	38926700",1.21,0.00,0,Financials
ASX:DGH,"Desane Group Holdings Limited (ASX:DGH)",https://www.listcorp.com/asx/dgh/desane-group-holdings-limited,"	38864500",0.95,0.00,0,"Real Estate"
ASX:SRZ,"Stellar Resources Limited (ASX:SRZ)",https://www.listcorp.com/asx/srz/stellar-resources-limited,"	38835000",0.022,0.00,10,Materials
ASX:BNKS,"BetaShares Global Banks  ETF  Currency Hedged (ASX:BNKS)",https://www.listcorp.com/asx/bnks/betashares-global-banks-etf-currency-hedged,"	38795500",7.52,-0.01,-0.13,Unclassified
ASX:IDT,"IDT Australia Limited (ASX:IDT)",https://www.listcorp.com/asx/idt/idt-australia-limited,"	38662700",0.105,-0.01,-4.55,"Health Care"
ASX:GOVT,"SPDR S&P/ASX Australian Government Bond Fund (ASX:GOVT)",https://www.listcorp.com/asx/govt/spdr-s-and-p-asx-australian-government-bond-fund,"	38576800",23.74,-0.03,-0.13,Unclassified
ASX:RMY,"RMA Global Limited (ASX:RMY)",https://www.listcorp.com/asx/rmy/rma-global-limited,"	38498000",0.07,0.00,1.45,"Communication Services"
ASX:WRK,"Wrkr Ltd (ASX:WRK)",https://www.listcorp.com/asx/wrk/wrkr-ltd,"	38147700",0.03,0.00,0,"Information Technology"
ASX:AUE,"Aurum Resources Limited (ASX:AUE)",https://www.listcorp.com/asx/aue/aurum-resources-limited,"	38134700",0.32,-0.02,-4.48,Materials
ASX:TEG,"Triangle Energy (Global) Limited (ASX:TEG)",https://www.listcorp.com/asx/teg/triangle-energy-global-limited,"	38082800",0.02,-0.00,-4.76,Energy
ASX:MEC,"Morphic Ethical Equities Fund (ASX:MEC)",https://www.listcorp.com/asx/mec/morphic-ethical-equities-fund,"	37734600",0.995,0.01,1.53,Financials
ASX:YRL,"Yandal Resources Limited (ASX:YRL)",https://www.listcorp.com/asx/yrl/yandal-resources-limited,"	37493100",0.16,0.02,14.29,Materials
ASX:WA8,"Warriedar Resources Limited (ASX:WA8)",https://www.listcorp.com/asx/wa8/warriedar-resources-limited,"	37389400",0.056,0.00,3.7,Materials
ASX:TSO,"Tesoro Gold Limited (ASX:TSO)",https://www.listcorp.com/asx/tso/tesoro-gold-limited,"	36887400",0.03,0.00,0,Materials
ASX:LEND,"VanEck Global Listed Private Credit (AUD Hedged) ETF (ASX:LEND)",https://www.listcorp.com/asx/lend/vaneck-global-listed-private-credit-aud-hedged-etf,"	36822100",20.27,-0.17,-0.83,Unclassified
ASX:BOND,"SPDR S&P/ASX Australian Bond Fund (ASX:BOND)",https://www.listcorp.com/asx/bond/spdr-s-and-p-asx-australian-bond-fund,"	36726200",24.64,-0.04,-0.16,Unclassified
ASX:HMY,"Harmoney Corp Limited (ASX:HMY)",https://www.listcorp.com/asx/hmy/harmoney-corp-limited,"	36707100",0.38,0.02,5.56,Financials
ASX:MPX,"Mustera Property Group Limited (ASX:MPX)",https://www.listcorp.com/asx/mpx/mustera-property-group-limited,"	36558800",0.25,0.00,0,"Real Estate"
ASX:TAM,"Tanami Gold NL (ASX:TAM)",https://www.listcorp.com/asx/tam/tanami-gold,"	36428000",0.031,0.00,0,Materials
ASX:GBR,"Great Boulder Resources Limited (ASX:GBR)",https://www.listcorp.com/asx/gbr/great-boulder-resources,"	36375400",0.058,-0.00,-3.33,Materials
ASX:SS1,"Sun Silver Limited (ASX:SS1)",https://www.listcorp.com/asx/ss1/sun-silver-limited,"	36233100",0.56,0.04,7.69,Materials
ASX:DSK,"Dusk Group Limited (ASX:DSK)",https://www.listcorp.com/asx/dsk/dusk-group-limited,"	36115400",0.6,0.02,3.45,"Consumer Discretionary"
ASX:ASH,"Ashley Services Group Limited (ASX:ASH)",https://www.listcorp.com/asx/ash/ashley-services-group,"	35994000",0.25,0.00,0,Industrials
ASX:AUQ,"Alara Resources (ASX:AUQ)",https://www.listcorp.com/asx/auq/alara-resources,"	35904400",0.05,0.00,0,Materials
ASX:AL3,"AML3D Limited (ASX:AL3)",https://www.listcorp.com/asx/al3/aml3d-limited,"	35824400",0.099,0.00,4.21,Industrials
ASX:BCOM,"Global X Bloomberg Commodity ETF (Synthetic) (ASX:BCOM)",https://www.listcorp.com/asx/bcom/global-x-bloomberg-commodity-etf-synthetic,"	35762400",10.29,-0.10,-0.96,Unclassified
ASX:DCC,"DigitalX Limited (ASX:DCC)",https://www.listcorp.com/asx/dcc/digitalx-limited,"	35522600",0.0435,0.00,6.1,"Information Technology"
ASX:GAP,"Gale Pacific Limited (ASX:GAP)",https://www.listcorp.com/asx/gap/gale-pacific-limited,"	35501800",0.125,0.00,0,"Consumer Discretionary"
ASX:SWP,"Swoop Holdings Limited (ASX:SWP)",https://www.listcorp.com/asx/swp/swoop-holdings-limited,"	35395500",0.17,0.00,0,"Communication Services"
ASX:RZI,"Raiz Invest Limited (ASX:RZI)",https://www.listcorp.com/asx/rzi/raiz-invest-limited,"	35324100",0.37,0.00,0,Financials
ASX:GBE,"Globe Metals & Mining Limited (ASX:GBE)",https://www.listcorp.com/asx/gbe/globe-metals-and-mining-limited,"	35183200",0.051,0.00,0,Materials
ASX:DUB,"Dubber Corporation Limited (ASX:DUB)",https://www.listcorp.com/asx/dub/dubber-corporation,"	35080900",0.042,0.00,7.69,"Information Technology"
ASX:CVB,"CurveBeam AI Limited (ASX:CVB)",https://www.listcorp.com/asx/cvb/curvebeam-ai-limited,"	34986200",0.175,0.02,9.38,"Health Care"
ASX:MVP,"Medical Developments International Limited (ASX:MVP)",https://www.listcorp.com/asx/mvp/medical-developments-international-limited,"	34953600",0.405,0.00,0,"Health Care"
ASX:MOV,"MOVE Logistics Group Limited (ASX:MOV)",https://www.listcorp.com/asx/mov/move-logistics-group-limited,"	34915500",0.3,0.00,0,Industrials
ASX:AUDS,"BetaShares Strong Australian Dollar Fund (hedge fund) (ASX:AUDS)",https://www.listcorp.com/asx/auds/betashares-strong-australian-dollar-fund-hedge-fund,"	34898600",6.3,-0.08,-1.25,Unclassified
ASX:FLX,"Felix Group Holdings Ltd (ASX:FLX)",https://www.listcorp.com/asx/flx/felix-group-holdings-ltd,"	34765000",0.17,0.00,0,"Information Technology"
ASX:TIP,"Teaminvest Private Group Limited (ASX:TIP)",https://www.listcorp.com/asx/tip/teaminvest-private-group-limited,"	34748600",1.2875,0.01,0.59,Financials
ASX:SPX,"Spenda Limited (ASX:SPX)",https://www.listcorp.com/asx/spx/spenda-limited,"	34595700",0.007,-0.00,-12.5,"Information Technology"
ASX:COB,"Cobalt Blue Holdings Limited (ASX:COB)",https://www.listcorp.com/asx/cob/cobalt-blue-holdings-limited,"	34582800",0.085,0.00,3.66,Materials
ASX:K2F,"K2fly Limited (ASX:K2F)",https://www.listcorp.com/asx/k2f/k2fly-limited,"	34581500",0.1825,-0.00,-1.35,"Information Technology"
ASX:SPD,"Southern Palladium Limited (ASX:SPD)",https://www.listcorp.com/asx/spd/southern-palladium-limited,"	34553800",0.38,-0.01,-1.3,Materials
ASX:STM,"Sunstone Metals Limited (ASX:STM)",https://www.listcorp.com/asx/stm/sunstone-metals-limited,"	34544400",0.009,0.00,0,Materials
ASX:GDA,"Good Drinks Australia Ltd (ASX:GDA)",https://www.listcorp.com/asx/gda/good-drinks-australia-ltd,"	34354200",0.26,0.00,0,"Consumer Staples"
ASX:BIT,"Biotron Limited (ASX:BIT)",https://www.listcorp.com/asx/bit/biotron,"	34286500",0.038,0.00,0,"Health Care"
